,orig_name,name,url,volume,options,Напиток,Вкус,С содержанием сока,Степень газирования,Упаковка,Стандарты производства,Состав,Энергетическая ценность в 100 г,Углеводы в 100 г,Срок годности,brend,category,Цвет,Тип,Объем,Материал корпуса,Материал колбы,Сохраняет холод,Высота,Диаметр/ширина корпуса,Вес,Особенности,В комплекте,Основа,Разбавитель,Степень глянца,Количество компонентов,Нанесение,Область применения,Материал обработки,Для внутренних работ,Для наружных работ,УФ защита,Время высыхания,Яхтный лак,Влагостойкий,Сохраняет тепло,Объем упаковки,Класс вязкости SAE,Класс ACEA,Класс ACEA (подробно),Двигатель,Тип двигателя,Назначение,Допуски,Тип баллона,Газ,Вид,Объем баллона,Масса газа,Соединение,Рабочее давление,Масса,Диаметр,Дополнительная информация,Срок службы,Подключение к водопроводу,Использование,Фильтрующий модуль в комплекте,Накопительная емкость,Мощность,Прозрачный корпус,Без сахара,Тип воды,Материал упаковки,Вид воды,Артезианская,Газированная,Страна производства,Сырье пива,Способ обработки пива,Крепость,Количество в упаковке,Блок,Дегустационные характеристики,Энергетическая ценность в 100 мл,Углеводы в 100 мл,Столовая,Уровень минерализации,Материал,Количество фигурок в наборе,Персонаж,Тип питания,Для детского питания,Спортивный колпачок,С добавлением сока,Рекомендуемый возраст,Гипоаллергенный,path,Родниковая,С винтовой крышкой,Белки в 100 г,Жиры в 100 г,Средство,Спрей,Тип кожи,Эффект,Масла и экстракты,Не содержит,Способ применения,Форма выпуска,Содержание сахара,Сорт винограда,Рекомендации по употреблению,Вид напитка,Жирность,Органический продукт,С мякотью,Витамины и минералы,Газированный,Стимулирующее вещество,Способ обработки,Пол,Верхние ноты,Средние ноты,Базовые ноты
28,в ассортименте ,Фигурка Mattel Toy Story в ассортименте GJH46,https://market.yandex.ru/product--figurka-mattel-toy-story-v-assortimente-gjh46/667237853,,Фигурка Mattel Toy Story в ассортименте GJH46;Barbie Профессии в ассортименте (FJB25),,,,,,,,,,,Mattel,Игровые наборы и фигурки для детей,,герои фильмов и мультфильмов,,,,,,,,шарнирная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,пластик,1 шт.,История игрушек,отсутствует,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Вишневая кола 0,275",Лимонад Fentimans Cherry Cola,https://market.yandex.ru/product--limonad-fentimans-cherry-cola/539499066,"0,275","Лимонад Fentimans Cherry Cola;Газированный напиток Coca Cola Cherry, США;Газированный напиток Coca-Cola Classic;Газированный напиток Vips Cherry Cola;Газированный напиток Coca-Cola Classic;Газированный напиток Калинов Кола",лимонад,кола,да,сильногазированный,стеклянная бутылка,,"газированная вода, ферментированный экстракт корня имбиря (вода, сироп глюкозы, корень имбиря, концентрированный сок груши, дрожжи), сахар, ароматизаторы, красящее вещество: карамель (E150d), фосфорная кислота (E338), кофеин, вишнёвый сок из концентрата",44 ккал,10.2 г,,Fentimans,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Вода Acqua Panna газированная негазированная 1 л,"Минеральная вода Acqua Panna негазированная, ПЭТ",https://market.yandex.ru/product--mineralnaia-voda-acqua-panna-negazirovannaia-pet/157267115,1,"Минеральная вода Acqua Panna негазированная, ПЭТ;Минеральная вода Acqua Panna негазированная, стекло;Вода питьевая Bon Aqua негазированная ПЭТ;Вода питьевая Bon Aqua газированная ПЭТ;Вода питьевая Aqua Elite Sifon с ароматом малины газированная пластик;Вода питьевая Bon Aqua негазированная стекло",,,,,,,"бикарбонаты HCO3 106 мг/л; кальций Ca2+ 32,2 мг/л; сульфаты SO4 2 22,0 мг/л; хлориды Cl 7,8 мг/л; кремний SiO2 6,9 мг/л; натрий Na+ 6,6 мг/л; магний Mg2+ 6,5 мг/л; нитраты NO3 2,9 мг/л; калий К+ 0,8 мг/л",,,18 мес.,Acqua Panna,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"минерализация 0,192 г/л; без ГМО",,,,,,,,,минеральная,пластик,гидрокарбонатная магниево-кальциевая,,,,,,,,,,,,да,слабоминерализованная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Вода APXbI3 Легенда гор негазированная/газированная, 1,5 л",Минеральная вода Легенда гор Архыз газированная ПЭТ,https://market.yandex.ru/product--mineralnaia-voda-legenda-gor-arkhyz-gazirovannaia-pet/170347282,3,"Минеральная вода Легенда гор Архыз газированная ПЭТ;Минеральная питьевая столовая вода Легенда гор Архыз негазированная ПЭТ;Вода питьевая Edis горная родниковая негазированная, стекло;Вода питьевая Legend of Baikal глубинная негазированная, пластик;Вода питьевая глубинная Legend of Baikal негазированная, стекло;Вода питьевая Edis горная родниковая газированная, стекло",,,,,,ГОСТ Р 54316–2011,"калий — 33, кальций — 5.5, магний- 5.5, хлориды — 1.9, сульфаты — 8, гидрокарбонаты — 109.8",,,,Легенда Гор Архыз,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,общая минерализация: 370 мг/л,,,,,,,,,минеральная,пластик,,,да,,,,,,,,,,да,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"Вода Aqua Minerale active без газа, цитрус, пластик, 600 мл","Вода питьевая Aqua Minerale Active негазированная Цитрус, спорт ПЭТ",https://market.yandex.ru/product--voda-pitevaia-aqua-minerale-active-negazirovannaia-tsitrus-sport-pet/157465531,600,"Вода питьевая Aqua Minerale Active негазированная Цитрус, спорт ПЭТ;Вода питьевая Aqua Minerale Active негазированная Цитрус, ПЭТ;Вода питьевая Aqua Minerale негазированная, ПЭТ;Вода питьевая Aqua Minerale газированная, ПЭТ;Вода питьевая Аква Минерале плюс с магнием негазированная, ПЭТ;Вода питьевая Aqua Minerale негазированная с соком Лимон, ПЭТ",,лимон,,,,ТУ 9185-001-17998155,"вода, сахар, регуляторы кислотности (Е330, Е331(iii)), ароматизатор, минеральные соли (хлорид калия, сульфат магния), консерванты (Е202, Е211), витамины (ниацин, пантотеновая кислота, В6)",20 ккал,4.8 г,6 мес.,Aqua Minerale,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,хранить в сухом месте при температуре от 0 °C до 35 °C; после вскрытия упаковки хранить не более трех дней при температуре не выше 10 °C,,,,,,,,,питьевая,пластик,природная,да,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"Вода Aqua Minerale Active малина, пластик, 600 мл","Вода питьевая Aqua Minerale негазированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-aqua-minerale-negazirovannaia-pet/157467568,600,"Вода питьевая Aqua Minerale негазированная, ПЭТ;Вода питьевая Аква Минерале газированная с соком Черешня, ПЭТ",,,,,,ТУ 0131-001-17998155-00,"мг/л: минерализация: 50-500, калий - 10, кальций - 30, магний - 20, сульфаты - 100, хлориды - 50, гидрокарбонаты - 200",,,24 мес.,Aqua Minerale,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,пластик,очищенная,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"Вода Aqua Minerale seasons с газом, лимон, пластик, 1,5 л","Вода питьевая Aqua Minerale газированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-aqua-minerale-gazirovannaia-pet/157465524,"1,5","Вода питьевая Aqua Minerale газированная, ПЭТ;Вода питьевая Аква Минерале газированная с соком Черешня, ПЭТ",,,,,,,"мг/л: калий - 10; кальций - 30; магний - 20; сульфаты - 100; хлориды - 50; гидрокарбонаты - 200; общая минерализация: 50-500 мг/л; общая жесткость: < 7 мг-экв/л CO2 - 0,2-0,8 %",,,6 мес.,Aqua Minerale,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,пластик,очищенная,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"ВОДА AQUA MINERALE в ассортименте, 0,5 л","Вода питьевая Aqua Minerale негазированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-aqua-minerale-negazirovannaia-pet/157467568,"0,5","Вода питьевая Aqua Minerale негазированная, ПЭТ;Вода питьевая Aqua Minerale газированная, ПЭТ;Вода питьевая Aqua Minerale Active негазированная Цитрус, спорт ПЭТ;Вода питьевая Аква Минерале плюс с магнием негазированная, ПЭТ;Вода питьевая Аква Минерале газированная с соком Черешня, ПЭТ;Вода питьевая Аква Минерале газированная с соком Яблоко, ПЭТ",,,,,,ТУ 0131-001-17998155-00,"мг/л: минерализация: 50-500, калий - 10, кальций - 30, магний - 20, сульфаты - 100, хлориды - 50, гидрокарбонаты - 200",,,24 мес.,Aqua Minerale,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,пластик,очищенная,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"ВОДА AQUA MINERALE газированная; негазированная, 0,5 л","Вода питьевая Aqua Minerale газированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-aqua-minerale-gazirovannaia-pet/157465524,"0,5","Вода питьевая Aqua Minerale газированная, ПЭТ;Вода питьевая Аква Минерале газированная с соком Яблоко, ПЭТ;Вода питьевая Аква Минерале газированная с соком Черешня, ПЭТ",,,,,,,"мг/л: калий - 10; кальций - 30; магний - 20; сульфаты - 100; хлориды - 50; гидрокарбонаты - 200; общая минерализация: 50-500 мг/л; общая жесткость: < 7 мг-экв/л CO2 - 0,2-0,8 %",,,6 мес.,Aqua Minerale,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,пластик,очищенная,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"Вода Aqua Minerale газированная негазированная 1,5 л","Вода питьевая Aqua Minerale газированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-aqua-minerale-gazirovannaia-pet/157465524,"1,5","Вода питьевая Aqua Minerale газированная, ПЭТ;Вода питьевая Аква Минерале газированная с соком Черешня, ПЭТ",,,,,,,"мг/л: калий - 10; кальций - 30; магний - 20; сульфаты - 100; хлориды - 50; гидрокарбонаты - 200; общая минерализация: 50-500 мг/л; общая жесткость: < 7 мг-экв/л CO2 - 0,2-0,8 %",,,6 мес.,Aqua Minerale,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,пластик,очищенная,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
